💥 央视,#genre#
上海滩,http://live.iill.top/yy.php?id=1382745184
封神榜,http://live.iill.top/yy.php?id=1353426319
红楼梦,http://live.iill.top/yy.php?id=1382745084
伪装者,http://live.iill.top/yy.php?id=1382851593
二炮手,http://live.iill.top/yy.php?id=1354930964
大时代,http://live.iill.top/yy.php?id=1354930891
小欢喜,http://live.iill.top/yy.php?id=1382737888
插翅难逃,http://live.iill.top/yy.php?id=23402146
薛刚反唐,http://live.iill.top/yy.php?id=31313785
津门飞鹰,http://live.iill.top/yy.php?id=23026835
知否知否,http://live.iill.top/yy.php?id=21881901
新版三国,http://live.iill.top/yy.php?id=23206872
新版水浒,http://live.iill.top/yy.php?id=1353215589
笑傲江湖,http://live.iill.top/yy.php?id=1354282410
天龙八部,http://live.iill.top/yy.php?id=1351814644
神雕侠侣,http://live.iill.top/yy.php?id=1382704651
济公游记,http://live.iill.top/yy.php?id=1355265814
三国演义,http://live.iill.top/yy.php?id=1354936241
刑侦档案,http://live.iill.top/yy.php?id=1382671124
重案六组,http://live.iill.top/yy.php?id=1354775242
正阳门下,http://live.iill.top/yy.php?id=1354931580
聊斋志异,http://live.iill.top/yy.php?id=1382736975
盗墓笔记,http://live.iill.top/yy.php?id=1354744544
钟馗传说,http://live.iill.top/yy.php?id=1382736839
法证先锋,http://live.iill.top/yy.php?id=1382736802
士兵突击,http://live.iill.top/yy.php?id=1382828766
传奇英雄,http://live.iill.top/yy.php?id=1382735578
流金岁月,http://live.iill.top/yy.php?id=1382736891
读心神探,http://live.iill.top/yy.php?id=1382736875
无敌县令,http://live.iill.top/yy.php?id=1354932390
平凡岁月,http://live.iill.top/yy.php?id=1382745117
心理追凶,http://live.iill.top/yy.php?id=1354936207
名媛望族,http://live.iill.top/yy.php?id=1354932431
魔幻手机,http://live.iill.top/yy.php?id=1382735544
耀舞长安,http://live.iill.top/yy.php?id=1382741640
小兵张嘎,http://live.iill.top/yy.php?id=1354930225
父母爱情,http://live.iill.top/yy.php?id=1354926650
平原烽火,http://live.iill.top/yy.php?id=1352227153
火蓝刀锋,http://live.iill.top/yy.php?id=1382737892
武林外传,http://live.iill.top/yy.php?id=1394000563
我爱我家,http://live.iill.top/yy.php?id=1382735557
大明王朝,http://live.iill.top/yy.php?id=1382736879
大汉天子,http://live.iill.top/yy.php?id=1382736807
六耳猕猴,http://live.iill.top/yy.php?id=1394156613
苦乐村官,http://live.iill.top/yy.php?id=1382736864
少年歌行,http://live.iill.top/yy.php?id=1450556636
天下第一,http://live.iill.top/yy.php?id=1382736838
公主嫁到,http://live.iill.top/yy.php?id=1382736915
翡翠凤凰,http://live.iill.top/yy.php?id=1354926666
四大名捕,http://live.iill.top/yy.php?id=1354936203
寒山潜龙,http://live.iill.top/yy.php?id=1382745103
缺宅男女,http://live.iill.top/yy.php?id=1382745088
男亲女爱,http://live.iill.top/yy.php?id=1382736715
大江大河,http://live.iill.top/yy.php?id=1382736806
武工队传奇,http://live.iill.top/yy.php?id=22089862
薛元帅传奇,http://live.iill.top/yy.php?id=31313785
少年包青天,http://live.iill.top/yy.php?id=38498680
我是特种兵,http://live.iill.top/yy.php?id=37999586
永远一家人,http://live.iill.top/yy.php?id=1382736873
最美的青春,http://live.iill.top/yy.php?id=1382745116
再向虎山行,http://live.iill.top/yy.php?id=1355823667
回家的诱惑,http://live.iill.top/yy.php?id=1354658048
五号特工组,http://live.iill.top/yy.php?id=1507704566
二号交通站,http://live.iill.top/yy.php?id=1382735582
怪医文三块,http://live.iill.top/yy.php?id=1354936154
宝莲灯前传,http://live.iill.top/yy.php?id=1354931631
仙剑奇侠传,http://live.iill.top/yy.php?id=1382749903
雪中悍刀行,http://live.iill.top/yy.php?id=1382660835
鹊刀门传奇,http://live.iill.top/yy.php?id=1355344777
宰相刘罗锅,http://live.iill.top/yy.php?id=1382745191
神医喜来乐,http://live.iill.top/yy.php?id=1382714119
神探狄仁杰,http://live.iill.top/yy.php?id=1382705592
神探包青天,http://live.iill.top/yy.php?id=1457622044
倚天屠龙记,http://live.iill.top/yy.php?id=1449856066
西游记后传,http://live.iill.top/yy.php?id=1382736846
地下交通站,http://live.iill.top/yy.php?id=1353428972
情满四合院,http://live.iill.top/yy.php?id=1382736888
忠烈杨家将,http://live.iill.top/yy.php?id=1382749909
远去的飞鹰,http://live.iill.top/yy.php?id=1354930912
隋唐英雄传,http://live.iill.top/yy.php?id=1352475619
凤凰四重奏,http://live.iill.top/yy.php?id=1350670730
射雕英雄传,http://live.iill.top/yy.php?id=1354210357
西游记港版,http://live.iill.top/yy.php?id=1354936155
放羊的星星,http://live.iill.top/yy.php?id=1355260662
我的前半生,http://live.iill.top/yy.php?id=1382735564
太子妃升职记,http://live.iill.top/yy.php?id=1354932359
金装四大才子,http://live.iill.top/yy.php?id=1354926600
来自星星的你,http://live.iill.top/yy.php?id=1354930976
特种兵火凤凰,http://live.iill.top/yy.php?id=1463088777
新白娘子传奇,http://live.iill.top/yy.php?id=1354490667
新版笑傲江湖,http://live.iill.top/yy.php?id=1354930909
我的兄弟叫顺溜,http://live.iill.top/yy.php?id=1459331991
康熙微服私访记,http://live.iill.top/yy.php?id=1352811698
铁齿铜牙纪晓岚,http://live.iill.top/yy.php?id=1354143978
生逢灿烂的日子,http://live.iill.top/yy.php?id=1382745085
我和僵尸有个约会,http://live.iill.top/yy.php?id=1354143966

💥 斗鱼,#genre#
周星驰,http://111.67.193.2:35455/douyu/122402
许三多,http://111.67.193.2:35455/douyu/11651155
周卫国,http://111.67.193.2:35455/douyu/11578904
胡八一,http://111.67.193.2:35455/douyu/11649079
林正英,http://111.67.193.2:35455/douyu/6906628
刘华强,http://111.67.193.2:35455/douyu/2726977
燕双鹰,http://111.67.193.2:35455/douyu/3439096
电影1,http://111.67.193.2:35455/douyu/3637778
电影2,http://111.67.193.2:35455/douyu/85894
电影3,http://111.67.193.2:35455/douyu/20415
电影4,http://111.67.193.2:35455/douyu/276200
电影5,http://111.67.193.2:35455/douyu/4332
电影6,http://111.67.193.2:35455/douyu/323876
电影7,http://111.67.193.2:35455/douyu/263824
电影8,http://111.67.193.2:35455/douyu/747764
粤语电影,http://111.67.193.2:35455/douyu/6566671
电视剧1,http://111.67.193.2:35455/douyu/4549169
电视剧2,http://111.67.193.2:35455/douyu/7119207
电视剧3,http://111.67.193.2:35455/douyu/7459925
电视剧4,http://111.67.193.2:35455/douyu/11578540
电视剧5,http://111.67.193.2:35455/douyu/11850504
电视剧6,http://111.67.193.2:35455/douyu/4290711
电视剧7,http://111.67.193.2:35455/douyu/5522351
下饭剧,http://111.67.193.2:35455/douyu/527502
邵氏影院,http://111.67.193.2:35455/douyu/4246519
童年阴影,http://111.67.193.2:35455/douyu/2935323
爱情公寓,http://111.67.193.2:35455/douyu/6566658
士兵突击,http://111.67.193.2:35455/douyu/10348728
神探狄仁杰,http://111.67.193.2:35455/douyu/10120371
龙门镖局,http://111.67.193.2:35455/douyu/9650860
名侦探柯南,http://111.67.193.2:35455/douyu/1487654
古灵精探,http://111.67.193.2:35455/douyu/11656555
庆余年,http://111.67.193.2:35455/douyu/5062195
中华小当家,http://111.67.193.2:35455/douyu/11868078
雍正王朝,http://111.67.193.2:35455/douyu/11544610
神话,http://111.67.193.2:35455/douyu/11646306
三国,http://111.67.193.2:35455/douyu/11553944
炊事班的故事,http://111.67.193.2:35455/douyu/8387899
地下交通站,http://111.67.193.2:35455/douyu/1874054
经典小品,http://111.67.193.2:35455/douyu/9067836
王大锤,http://111.67.193.2:35455/douyu/9220456
开心锤锤,http://111.67.193.2:35455/douyu/9018297

💥 虎牙,#genre#
电影_德华,http://111.67.193.2:35455/huya/11342424
电影_发哥,http://111.67.193.2:35455/huya/11342387
电影_战争,http://111.67.193.2:35455/huya/21059574
国产.悬疑,http://111.67.193.2:35455/huya/11342395
电影_漫威,http://111.67.193.2:35455/huya/11602034
搞笑恐怖,http://111.67.193.2:35455/huya/11601960
经典港片,http://111.67.193.2:35455/huya/11352965
电影_宇宙,http://111.67.193.2:35455/huya/11342428
电影_怪兽,http://111.67.193.2:35455/huya/21059577
电影_盗墓,http://111.67.193.2:35455/huya/21059552
电影_黑帮,http://111.67.193.2:35455/huya/11336719
电影_谍战,http://111.67.193.2:35455/huya/21059585
电影_贺岁,http://111.67.193.2:35455/huya/11601986
电影_救援,http://111.67.193.2:35455/huya/21059594
电影_海盗,http://111.67.193.2:35455/huya/21059595
电影_金宝,http://111.67.193.2:35455/huya/11279251
电影_枪战,http://111.67.193.2:35455/huya/21059579
电影_罪犯,http://111.67.193.2:35455/huya/11352962
电影_连杰,http://111.67.193.2:35455/huya/11342390
电影_死神,http://111.67.193.2:35455/huya/11352903
电影_镖行,http://111.67.193.2:35455/huya/11352969
电影_嫣然,http://111.67.193.2:35455/huya/11601977
电影_喜乐,http://111.67.193.2:35455/huya/21059580
电影_高分,http://111.67.193.2:35455/huya/11352884
电影_家辉,http://111.67.193.2:35455/huya/11342429
电影_喜剧,http://111.67.193.2:35455/huya/11352877
电影_国产,http://111.67.193.2:35455/huya/11352973
电影_港片,http://111.67.193.2:35455/huya/11602043
电影_贺岁,http://111.67.193.2:35455/huya/11601971
电影_战争,http://111.67.193.2:35455/huya/21059592
电影,王晶,http://111.67.193.2:35455/huya/11602058
电影_黄渤,http://111.67.193.2:35455/huya/11352876
电影_沈腾,http://111.67.193.2:35455/huya/11601968
电影_星爷,http://111.67.193.2:35455/huya/11342412
性感大妈, https://isus.cc/php/huya.php?id=11602075

💥 iH.ot,#genre#
爱旅游,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000056/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000056&IASHttpSessionId=OTT19019320240419154124000281
爱科学,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047&IASHttpSessionId=OTT19019320240419154124000281
爱科学,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047
爱玩具,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000053/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000053&IASHttpSessionId=OTT19019320240419154124000281
爱院线,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034
爱浪漫,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035
爱浪漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281
爱体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000060/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060&IASHttpSessionId=OTT19019320240419154124000281
爱浪漫,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
爱科学,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
爱悬疑,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000036/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036&IASHttpSessionId=OTT19019320240419154124000281
爱院线,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000034/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034&IASHttpSessionId=OTT19019320240419154124000281
爱历史,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000046/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046&IASHttpSessionId=OTT19019320240419154124000281
爱动漫,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
爱奇谈,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000058/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000058&IASHttpSessionId=OTT19019320240419154124000281
爱奇谈,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000058
爱科幻,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033&IASHttpSessionId=OTT19019320240419154124000281
爱悬疑,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000036/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
爱谍战,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000038/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
爱院线,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000034/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034&IASHttpSessionId=OTT19019320240419154124000281
爱科幻,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033&IASHttpSessionId=OTT19019320240419154124000281
爱动漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IASHttpSessionId=OTT19019320240419154124000281
爱体育,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000060/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060&IASHttpSessionId=OTT19019320240419154124000281
爱悬疑,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036
爱动漫,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059
爱赛车,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000055/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000055&IASHttpSessionId=OTT19019320240419154124000281
爱科学,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047&IASHttpSessionId=OTT19019320240419154124000281
爱历史,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000046/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046&IASHttpSessionId=OTT19019320240419154124000281
爱旅行,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000056
爱谍战,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000038/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038&IASHttpSessionId=OTT19019320240419154124000281
爱喜剧,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000032/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000032&IASHttpSessionId=OTT19019320240419154124000281
爱体育,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060
爱旅行,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000056/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000056&IASHttpSessionId=OTT19019320240419154124000281
爱悬疑,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000036/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036&IASHttpSessionId=OTT19019320240419154124000281
爱动漫,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IASHttpSessionId=OTT19019320240419154124000281
爱赛车,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000055
爱喜剧,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000032
爱赛车,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000055/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000055&IASHttpSessionId=OTT19019320240419154124000281
爱玩具,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000053/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000053&IASHttpSessionId=OTT19019320240419154124000281
爱浪漫,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281
爱谍战,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000038/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038&IASHttpSessionId=OTT19019320240419154124000281
爱奇谈,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000058/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000058&IASHttpSessionId=OTT19019320240419154124000281
爱历史,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046
爱喜剧,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000032/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000032&IASHttpSessionId=OTT19019320240419154124000281
爱幼教,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000049/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000049&IASHttpSessionId=OTT19019320240419154124000281
爱谍战,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038

💥 NTV,#genre#
NewTV优漫卡通,http://[2409:8087:74d9:21::6]:80/270000001128/9900000070/index.m3u8
NewTV哈哈炫动,http://[2409:8087:74d9:21::6]:80/270000001128/9900000069/index.m3u8
NewTV黑莓动画,http://[2409:8087:74d9:21::6]:80/270000001128/9900000096/index.m3u8
NewTV黑莓电影,http://[2409:8087:74d9:21::6]:80/270000001128/9900000095/index.m3u8
NewTV睛彩竞技,http://[2409:8087:74d9:21::6]:80/270000001128/9900000119/index.m3u8
NewTV睛彩篮球,http://[2409:8087:74d9:21::6]:80/270000001128/9900000118/index.m3u8
NewTV睛彩青少,http://[2409:8087:74d9:21::6]:80/270000001128/9900000120/index.m3u8
NewTV超级体育,http://[2409:8087:74d9:21::6]:80/270000001128/9900000020/index.m3u8
NewTV超级电影,http://[2409:8087:74d9:21::6]:80/270000001128/9900000021/index.m3u8
NewTV超级视剧,http://[2409:8087:74d9:21::6]:80/270000001128/9900000022/index.m3u8
NewTV东北热剧,http://[2409:8087:74d9:21::6]:80/270000001128/9900000092/index.m3u8
NewTV海外剧场,http://[2409:8087:74d9:21::6]:80/270000001128/9900000115/index.m3u8
NewTV中国功夫,http://[2409:8087:74d9:21::6]:80/270000001128/9900000101/index.m3u8
NewTV军旅剧场,http://[2409:8087:74d9:21::6]:80/270000001128/9900000107/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:74d9:21::6]:80/270000001128/9900000113/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:74d9:21::6]:80/270000001128/9900000099/index.m3u8
NewTV精品体育,http://[2409:8087:74d9:21::6]:80/270000001128/9900000102/index.m3u8
NewTV精品纪录,http://[2409:8087:74d9:21::6]:80/270000001128/9900000109/index.m3u8
NewTV家庭剧场,http://[2409:8087:74d9:21::6]:80/270000001128/9900000108/index.m3u8
NewTV精品大剧,http://[2409:8087:74d9:21::6]:80/270000001128/9900000100/index.m3u8
NewTV军事评论,http://[2409:8087:74d9:21::6]:80/270000001128/9900000110/index.m3u8
NewTV明星大片,http://[2409:8087:74d9:21::6]:80/270000001128/9900000116/index.m3u8
NewTV欢乐剧场,http://[2409:8087:74d9:21::6]:80/270000001128/9900000091/index.m3u8
NewTV精品萌宠,http://[2409:8087:74d9:21::6]:80/270000001128/9900000122/index.m3u8
NewTV超级综艺,http://[2409:8087:74d9:21::6]:80/270000001128/9900000019/index.m3u8
NewTV金牌综艺,http://[2409:8087:74d9:21::6]:80/270000001128/9900000112/index.m3u8
NewTV炫舞未来,http://[2409:8087:74d9:21::6]:80/270000001128/9900000098/index.m3u8

💥 港闽,#genre#
凤凰中文,http://211.72.65.236:8576/.m3u8
凤凰资讯,http://211.72.65.236:8577/.m3u8
壹新闻,http://211.72.65.236:8529/.m3u8
壹新闻,http://211.72.65.236:8548/.m3u8
TVBS,http://211.72.65.236:8575/.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8
寰宇新闻,http://211.72.65.236:8547/.m3u8
中天新闻1,http://211.72.65.236:8541/.m3u8
中天新闻2,http://211.72.65.236:8526/.m3u8
中天新聞3,http://211.72.65.236:8541/.m3u8
东森新闻,http://211.72.65.236:8540/.m3u8
东森财经,http://211.72.65.236:8546/.m3u8
三立新闻,http://211.72.65.236:8543/.m3u8
年代新闻,http://211.72.65.236:8539/.m3u8
三立台湾,http://211.72.65.236:8521/.m3u8
三立都会,http://211.72.65.236:8522/.m3u8
非凡商业,http://211.72.65.236:8545/.m3u8
海峡卫视,http://211.72.65.236:8570/.m3u8
中天娱乐,http://211.72.65.236:8527/.m3u8
湖南卫视,http://211.72.65.236:8573/.m3u8
中視,rtmp://f13h.mine.nu/sat/tv091
台視,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu/sat/tv051
华视,http://211.72.65.236:8503/.m3u8
民视,http://211.72.65.236:8504/.m3u8
公视,http://211.72.65.236:8505/.m3u8
东森超视,http://211.72.65.236:8525/.m3u8
TVBS欢乐,http://211.72.65.236:8532/.m3u8
博斯运动1,http://211.72.65.236:8587/.m3u8
人间卫视,http://211.72.65.236:8506/.m3u8
地理野生,http://211.72.65.236:8509/.m3u8
龙华卡通,http://211.72.65.236:8517/.m3u8
龙华偶像,http://211.72.65.236:8536/.m3u8
龙华日韩,http://211.72.65.236:8535/.m3u8
龙华戏剧,http://211.72.65.236:8534/.m3u8
龙华电影,http://211.72.65.236:8581/.m3u8
纬来育乐,http://211.72.65.236:8584/.m3u8
GOODTV好消息,http://211.72.65.236:8508/.m3u8
TCL,http://211.72.65.236:8511/.m3u8
卫视西片,http://211.72.65.236:8583/.m3u8
东森幼幼,http://211.72.65.236:8515/.m3u8
东森综合,http://211.72.65.236:8524/.m3u8
纬来戏剧,http://211.72.65.236:8533/.m3u8
八大戏剧,http://211.72.65.236:8531/.m3u8
八大,http://211.72.65.236:8520/.m3u8
八大第一,http://211.72.65.236:8519/.m3u8
亚洲旅游,http://211.72.65.236:8513/.m3u8
STARWORD,http://211.72.65.236:8561/.m3u8
YAIWAN,http://211.72.65.236:8538/.m3u8
大爱,http://211.72.65.236:8507/.m3u8
国冡地理,http://211.72.65.236:8510/.m3u8
纬来电影,http://211.72.65.236:8579/.m3u8
东森戏剧,http://211.72.65.236:8530/.m3u8
纬来体育,http://211.72.65.236:8585/.m3u8
动物星球,http://211.72.65.236:8512/.m3u8
纬来日本,http://211.72.65.236:8537/.m3u8
卫视电影,http://211.72.65.236:8578/.m3u8
卫视中文,http://211.72.65.236:8523/.m3u8
纬来日本,http://211.72.65.236:8518/.m3u8
东方37,http://211.72.65.236:8528/.m3u8
好莱坞电影,http://211.72.65.236:8554/.m3u8
CINEMAX,http://211.72.65.236:8559/.m3u8,http://211.72.65.236:8502/.m3u8
HBO,http://211.72.65.236:8580/.m3u8
AXN,http://211.72.65.236:8582/.m3u
东森_新闻,http://37.27.111.214:8080/live/20/hls.m3u8
TVBS_HD,http://37.27.111.214:8080/live/23/hls.m3u8
民视_HD,http://37.27.111.214:8080/live/6/hls.m3u8
中视_HD,http://37.27.111.214:8080/live/7/hls.m3u8
华视_HD,http://37.27.111.214:8080/live/8/hls.m3u8
民视_第一,http://37.27.111.214:8080/live/4/hls.m3u8
民视_台湾,http://37.27.111.214:8080/live/5/hls.m3u8
三立_综合,http://37.27.111.214:8080/live/31/hls.m3u8
TVBS_欢乐,http://37.27.111.214:8080/live/24/hls.m3u8
龙华_电影,http://37.27.111.214:8080/live/19/hls.m3u8
猪哥亮歌厅,http://37.27.111.214:8080/live/35/hls.m3u8
亚洲_旅游,http://37.27.111.214:8080/live/10/hls.m3u8
幸福_空间,http://37.27.111.214:8080/live/26/hls.m3u8
Hakka_TV,http://37.27.111.214:8080/live/1/hls.m3u8
TiTV_原视,http://37.27.111.214:8080/live/2/hls.m3u8
动画_动漫,http://37.27.111.214:8080/live/57/hls.m3u8
Nick_动画,http://37.27.111.214:8080/live/12/hls.m3u8
Nick_动画2,http://37.27.111.214:8080/live/22/hls.m3u8
MoMo_亲子,http://37.27.111.214:8080/live/3/hls.m3u8
博斯_高球1,http://37.27.111.214:8080/live/13/hls.m3u8
博斯_运动1,http://37.27.111.214:8080/live/14/hls.m3u8
博斯_无限,http://37.27.111.214:8080/live/15/hls.m3u8
mTV_音乐,http://37.27.111.214:8080/live/25/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs_电影,http://37.27.111.214:8080/live/28/hls.m3u8
探案_电影,http://37.27.111.214:8080/live/11/hls.m3u8
CINEMA-,http://37.27.111.214:8080/live/30/hls.m3u8
TV5_MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
DWnews,http://37.27.111.214:8080/live/46/hls.m3u8
CNBc_英,http://37.27.111.214:8080/live/102/hls.m3u8
互动_英語,http://37.27.111.214:8080/live/54/hls.m3u8

⁴ᴷ舞蹈,#genre#
织绡绮丽⁴ᴷ,https://7286.kstore.space/W/%E7%BB%87%E7%BB%A1%E7%BB%AE%E4%B8%BD.mp4
扭扭舞⁴ᴷ,https://7286.kstore.space/W/%E6%89%AD%E6%89%AD%E8%88%9E.mp4
