🇨🇳 低调,#genre#
埋堆堆26,https://www.goodiptv.club/huya/23734246
埋堆堆27,https://www.goodiptv.club/huya/23865161
埋堆堆28,https://www.goodiptv.club/huya/23746486
埋堆堆29,https://www.goodiptv.club/huya/23829447
埋堆堆30,https://www.goodiptv.club/huya/23863778
埋堆堆31,https://www.goodiptv.club/huya/23734176
埋堆堆32,https://www.goodiptv.club/huya/23863796
埋堆堆33,https://www.goodiptv.club/huya/23734211
埋堆堆34,https://www.goodiptv.club/huya/23865179
埋堆堆35,https://www.goodiptv.club/huya/23749068
埋堆堆36,https://www.goodiptv.club/huya/23863787
埋堆堆37,https://www.goodiptv.club/huya/23824164

🇨🇳 斗鱼,#genre#
橙記Orange,http://www.douzhicloud.site:35455//douyu/4549169
橙記Orange,https://www.goodiptv.club/douyu/4549169
斗鱼贝爷影厅,http://www.douzhicloud.site:35455/douyu/252802
斗鱼漫威电影,http://www.douzhicloud.site:35455/douyu/6140589
斗鱼MAX电影,http://www.douzhicloud.site:35455/douyu/4332
斗鱼科幻电影,http://www.douzhicloud.site:35455/douyu/9651304
斗鱼喜剧电影,http://www.douzhicloud.site:35455/douyu/323876
斗鱼蓝光影院,http://www.douzhicloud.site:35455/douyu/7882691
斗鱼魔幻影院,http://www.douzhicloud.site:35455/douyu/1274132
斗鱼漫威宇宙,http://www.douzhicloud.site:35455/douyu/11673725
斗鱼魔幻大片,http://www.douzhicloud.site:35455/douyu/52787
斗鱼华语喜剧,http://www.douzhicloud.site:35455/douyu/276200
斗鱼高分电影,http://www.douzhicloud.site:35455/douyu/431460
斗鱼豆瓣高分,http://www.douzhicloud.site:35455/douyu/74374
斗鱼香港电影,http://www.douzhicloud.site:35455/douyu/6079455
斗鱼动作电影,http://www.douzhicloud.site:35455/douyu/36337
斗鱼经典电影,http://www.douzhicloud.site:35455/douyu/96577
斗鱼国产电影,http://www.douzhicloud.site:35455/douyu/122402
斗鱼专辑影院,http://www.douzhicloud.site:35455/douyu/3811092
斗鱼恐怖电影,http://www.douzhicloud.site:35455/douyu/263824
斗鱼周末影院,http://www.douzhicloud.site:35455/douyu/315457

斗鱼贝爷影厅,http://b.zgjok.com:35455/douyu/252802
斗鱼漫威电影,http://b.zgjok.com:35455/douyu/6140589
斗鱼MAX电影,http://b.zgjok.com:35455/douyu/4332
斗鱼科幻电影,http://b.zgjok.com:35455/douyu/9651304
斗鱼喜剧电影,http://b.zgjok.com:35455/douyu/323876
斗鱼蓝光影院,http://b.zgjok.com:35455/douyu/7882691
斗鱼魔幻影院,http://b.zgjok.com:35455/douyu/1274132
斗鱼漫威宇宙,http://b.zgjok.com:35455/douyu/11673725
斗鱼魔幻大片,http://b.zgjok.com:35455/douyu/52787
斗鱼华语喜剧,http://b.zgjok.com:35455/douyu/276200
斗鱼高分电影,http://b.zgjok.com:35455/douyu/431460
斗鱼豆瓣高分,http://b.zgjok.com:35455/douyu/74374
斗鱼香港电影,http://b.zgjok.com:35455/douyu/6079455
斗鱼动作电影,http://b.zgjok.com:35455/douyu/36337
斗鱼经典电影,http://b.zgjok.com:35455/douyu/96577
斗鱼国产电影,http://b.zgjok.com:35455/douyu/122402
斗鱼专辑影院,http://b.zgjok.com:35455/douyu/3811092
斗鱼恐怖电影,http://b.zgjok.com:35455/douyu/263824
斗鱼周末影院,http://b.zgjok.com:35455/douyu/315457


虎牙,#genre#
电影_星爷,https://www.goodiptv.club/huya/11342412
电影_星爷,http://www.douzhicloud.site:35455/huya/11342412

电影_英叔,https://www.goodiptv.club/huya/11342421
电影_英叔,http://www.douzhicloud.site:35455/huya/11342421

电影_发哥,https://www.goodiptv.club/huya/11342387
电影_发哥,http://www.douzhicloud.site:35455/huya/11342387

电影_成龙,https://www.goodiptv.club/huya/11342386
电影_成龙,http://www.douzhicloud.site:35455/huya/11342386

电影_王晶,https://www.goodiptv.club/huya/11602058
电影_王晶,http://www.douzhicloud.site:35455/huya/11602058

电影_沈腾,https://www.goodiptv.club/huya/11601968
电影_沈腾,http://www.douzhicloud.site:35455/huya/11601968

电影_黄渤,https://www.goodiptv.club/huya/11352876
电影_黄渤,http://www.douzhicloud.site:35455/huya/11352876

电影_强森,https://www.goodiptv.club/huya/21059581
电影_强森,http://www.douzhicloud.site:35455/huya/21059581

电影_漫威,https://www.goodiptv.club/huya/11602034
电影_漫威,http://www.douzhicloud.site:35455/huya/11602034

许冠英,https://www.goodiptv.club/huya/11601972
许冠英,http://www.douzhicloud.site:35455/huya/11601972

五福星,https://www.goodiptv.club/huya/11282233
五福星,http://www.douzhicloud.site:35455/huya/11282233

邱淑贞,https://www.goodiptv.club/huya/11352949
邱淑贞,http://www.douzhicloud.site:35455/huya/11352949

古天乐,https://www.goodiptv.club/huya/11602041
古天乐,http://www.douzhicloud.site:35455/huya/11602041

徐克,https://www.goodiptv.club/huya/11352909
徐克,http://www.douzhicloud.site:35455/11352909

冯小刚,https://www.goodiptv.club/huya/11352906
冯小刚,http://www.douzhicloud.site:35455/huya/11352906

甄子丹,https://www.goodiptv.club/huya/11352935
甄子丹,http://www.douzhicloud.site:35455/huya/11352935

电影_周星星,https://www.goodiptv.club/huya/11336587
电影_周星星,http://www.douzhicloud.site:35455/huya/11336587

电影_李连杰,https://www.goodiptv.club/huya/11342390
电影_李连杰,http://www.douzhicloud.site:35455/huya/11342390

电影_洪金宝,https://www.goodiptv.club/huya/11279251
电影_洪金宝,http://www.douzhicloud.site:35455/huya/11279251

电影_梁家辉,https://www.goodiptv.club/huya/11342429
电影_梁家辉,http://www.douzhicloud.site:35455/huya/11342429

电影_刘德华,https://www.goodiptv.club/huya/11342424
电影_刘德华,http://www.douzhicloud.site:35455/huya/11342424

电影_斯坦森,https://www.goodiptv.club/huya/21059588
电影_斯坦森,http://www.douzhicloud.site:35455/huya/21059588

电影_曾江,https://www.goodiptv.club/huya/11601981
电影_曾江,http://www.douzhicloud.site:35455/huya/11601981

电影_周海媚,https://www.goodiptv.club/huya/11279247
电影_周海媚,http://www.douzhicloud.site:35455/huya/11279247

电影_宇宙,https://www.goodiptv.club/huya/11342428
电影_宇宙,http://www.douzhicloud.site:35455/huya/11342428

电影_怪兽,https://www.goodiptv.club/huya/21059577
电影_怪兽,http://www.douzhicloud.site:35455/huya/21059577

电影_武侠,https://www.goodiptv.club/huya/11342427
电影_武侠,http://www.douzhicloud.site:35455/huya/11342427

电影_警匪,https://www.goodiptv.club/huya/11352886
电影_警匪,http://www.douzhicloud.site:35455/huya/11352886

电影_罪犯,https://www.goodiptv.club/huya/11352962
电影_罪犯,http://www.douzhicloud.site:35455/huya/11352962

电影_枪战,https://www.goodiptv.club/huya/21059579
电影_枪战,http://www.douzhicloud.site:35455/huya/21059579

电影_海盗,https://www.goodiptv.club/huya/21059595
电影_海盗,http://www.douzhicloud.site:35455/huya/21059595

电影_推荐,https://www.goodiptv.club/huya/11602041
电影_推荐,http://www.douzhicloud.site:35455/huya/11602041

电影_救援,https://www.goodiptv.club/huya/21059594
电影_救援,http://www.douzhicloud.site:35455/huya/21059594

电影_热血,https://www.goodiptv.club/huya/11352934
电影_热血,http://www.douzhicloud.site:35455/huya/11352934

电影_盗墓,https://www.goodiptv.club/huya/21059552
电影_盗墓,http://www.douzhicloud.site:35455/huya/21059552

电影_贺岁,https://www.goodiptv.club/huya/11601971
电影_贺岁，http://www.douzhicloud.site:35455/huya/11601971

电影_玄幻,https://www.goodiptv.club/huya/11342414
电影_玄幻,http://www.douzhicloud.site:35455/huya/11342414

电影_谍战,https://www.goodiptv.club/huya/21059585
电影_谍战,http://www.douzhicloud.site:35455/huya/21059585

电影_战争,https://www.goodiptv.club/huya/21059592
电影_战争，http://www.douzhicloud.site:35455/huya/21059592

电影_喜剧,https://www.goodiptv.club/huya/11352877
电影_喜剧,http://www.douzhicloud.site:35455/huya/11352877

电影_港片,https://www.goodiptv.club/huya/11602043
电影_港片,http://www.douzhicloud.site:35455/huya/11602043

电影_国产,https://www.goodiptv.club/huya/11352973
电影_国产,http://www.douzhicloud.site:35455/huya/11352973

电影_八点档,https://www.goodiptv.club/huya/880261
电影_八点档,http://www.douzhicloud.site:35455/huya/880261

电影_超异能族,https://www.goodiptv.club/huya/21059586
电影_超异能族,http://www.douzhicloud.site:35455/huya/21059586

电影_古墓系列,https://www.goodiptv.club/huya/11352913
电影_古墓系列，http://www.douzhicloud.site:35455/huya/11352913

电影_蜘蛛侠,https://www.goodiptv.club/huya/21059599
电影_蜘蛛侠,http://www.douzhicloud.site:35455/huya/21059599

电影_贺岁片,https://www.goodiptv.club/huya/11601986
电影_贺岁片,http://www.douzhicloud.site:35455/huya/11601986

电影_功夫片,https://www.goodiptv.club/huya/11352941
电影_功夫片,http://www.douzhicloud.site:35455/huya/11352941

电影_黑帮片,https://www.goodiptv.club/huya/11336719
电影_黑帮片,http://www.douzhicloud.site:35455/huya/11336719

电影_丧尸片,https://www.goodiptv.club/huya//21059578
电影_丧尸片,http://www.douzhicloud.site:35455/huya//21059578

电影_灾难片,https://www.goodiptv.club/huya/11602075
电影_灾难片,http://www.douzhicloud.site:35455/huya/11602075

电影_谍战片,https://www.goodiptv.club/huya/21059587
电影_谍战片,http://www.douzhicloud.site:35455/huya/21059587

电影_战争片,https://www.goodiptv.club/huya/21059574
电影_战争片,http://www.douzhicloud.site:35455/huya/21059574

电影_犯罪片,https://www.goodiptv.club/huya/11352974
电影_犯罪片,http://www.douzhicloud.site:35455/huya/11352974

电影_古装片,https://www.goodiptv.club/huya/11336590
电影_古装片,http://www.douzhicloud.site:35455/huya/11336590

电影_高分动作,https://www.goodiptv.club/huya/11352884
电影_高分动作,http://www.douzhicloud.site:35455/huya/11352884

电影_动作电影,https://www.goodiptv.club/huya/11602077
电影_动作电影,http://www.douzhicloud.site:35455/huya/11602077

电影_搞笑喜剧,https://www.goodiptv.club/huya/11342423
电影_搞笑喜剧,http://www.douzhicloud.site:35455/huya/11342423

电影_喜剧专场,https://www.goodiptv.club/huya/11602044
电影_喜剧专场,http://www.douzhicloud.site:35455/huya/11602044

电影_欢笑影院,https://www.goodiptv.club/huya/11352894
电影_欢笑影院,http://www.douzhicloud.site:35455/huya/11352894

电影_不挤影院,https://www.goodiptv.club/huya/11352897
电影_不挤影院,http://www.douzhicloud.site:35455/huya/11352897

电影_国产悬疑,https://www.goodiptv.club/huya/11342395
电影_国产悬疑,http://www.douzhicloud.site:35455/huya/11342395

电影_快意江湖,https://www.goodiptv.club/huya/11342435
电影_快意江湖,http://www.douzhicloud.site:35455/huya/11342435

电影_黑帮斗争,https://www.goodiptv.club/huya/11342419
电影_黑帮斗争,http://www.douzhicloud.site:35455/huya/11342419

电影_嫣然影厅,https://www.goodiptv.club/huya/11601977
电影_嫣然影厅,http://www.douzhicloud.site:35455/huya/11601977

电影_许氏三杰,https://www.goodiptv.club/huya/11602033
电影_许氏三杰,http://www.douzhicloud.site:35455/huya/11602033

电影_经典港片,https://www.goodiptv.club/huya/11352965
电影_经典港片,http://www.douzhicloud.site:35455/huya/11352965

电影_镖行天下,https://www.goodiptv.club/huya/11352969
电影_镖行天下,http://www.douzhicloud.site:35455/huya/11352969

电影_高能反转,https://www.goodiptv.club/huya/11352887
电影_高能反转,http://www.douzhicloud.site:35455/huya/11352887

电影_喜乐影院,https://www.goodiptv.club/huya/21059580
电影_喜乐影院,http://www.douzhicloud.site:35455/huya/21059580

电影_蘑菇影厅,https://www.goodiptv.club/huya/11601981
电影_蘑菇影厅,http://www.douzhicloud.site:35455/huya/11601981

电影_搞笑恐怖,https://www.goodiptv.club/huya/11601960
电影_搞笑恐怖,http://www.douzhicloud.site:35455/huya/11601960

电影_死神来了,https://www.goodiptv.club/huya/11352903
电影_死神来了,http://www.douzhicloud.site:35455/huya/11352903

电影_变形金刚,https://www.goodiptv.club/huya/21059596
电影_变形金刚,http://www.douzhicloud.site:35455/huya/21059596

电影_怪兽系列,https://www.goodiptv.club/huya/21059554
电影_怪兽系列,http://www.douzhicloud.site:35455/huya/21059554

剧集_老三国,https://www.goodiptv.club/huya/11602081
剧集_老三国,http://www.douzhicloud.site:35455/huya/11602081

剧集_新三国,https://www.goodiptv.club/huya/11352944
剧集_新三国,http://www.douzhicloud.site:35455/huya/11352944

剧集_新水浒,https://www.goodiptv.club/huya/11342384
剧集_新水浒,http://www.douzhicloud.site:35455/huya/11342384

剧集_纪晓岚,https://www.goodiptv.club/huya/11342396
剧集_纪晓岚,http://www.douzhicloud.site:35455/huya/11342396

剧集_庆余年,https://www.goodiptv.club/huya/11352960
剧集_庆余年,http://www.douzhicloud.site:35455/huya/11352960

剧集_雍正王朝,https://www.goodiptv.club/huya/11342439
剧集_雍正王朝,http://www.douzhicloud.site:35455/huya/11342439


🇨🇳 港台,#genre#
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
翡翠台,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
CTV中视,rtmp://f13h.mine.nu/sat/tv091
CTS华视,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
EBC东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMoTV4K,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第1台,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
唯心佛教台,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心佛教台,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
大爱一台,http://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
华藏卫视（净空老法师）,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
三時繫念法會,https://sg1.amtb.de/liveedge/_definst_/smil:sanshi_720p.smil/chunklist_w156722507_b828000.m3u8
网络念佛堂,https://sg1.amtb.de/liveedge/_definst_/smil:amtb.smil/chunklist_w1128537717_b428000.m3u8

華視,rtmp://f13h.mine.nu/sat/tv111
中視,rtmp://f13h.mine.nu/sat/tv091
台視,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu/sat/tv051
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
ELEVEN体育3,rtmp://f13h.mine.nu/sat/tv751

🇨🇳 D J,#genre#
如水年华,https://vd4.bdstatic.com/mda-qiidw79efmjs8aar/576p/h264/1726739405111265219/mda-qiidw79efmjs8aar.mp4
吉米阿加,https://vd2.bdstatic.com/mda-pk1ccehgau3ywq8q/hd/cae_h264/1699059021606217448/mda-pk1ccehgau3ywq8q.mp4
怪我无情,https://vd2.bdstatic.com/mda-pdde6x4c56467djm/576p/h264/1681466528778166412/mda-pdde6x4c56467djm.mp4
回家的路,https://vd2.bdstatic.com/mda-pagk4ayy8huvuu5g/hd/cae_h264/1674004730256821197/mda-pagk4ayy8huvuu5g.mp4
玩腻,https://vd2.bdstatic.com/mda-phpb3pnb5u88qh6e/576p/h264/1692863767878360172/mda-phpb3pnb5u88qh6e.mp4
摇呀摇,https://vd4.bdstatic.com/mda-peeixrkhd2cy1zfi/hd/cae_h264/1684262984316045413/mda-peeixrkhd2cy1zfi.mp4
午夜接触,https://vd2.bdstatic.com/mda-na0hvaumrq7tvpy6/hd/cae_h264_delogo/1642485198391114574/mda-na0hvaumrq7tvpy6.mp4
冰河时代,https://vd3.bdstatic.com/mda-pf72wa8bsyxwq0gf/576p/h264/1686189835172566145/mda-pf72wa8bsyxwq0gf.mp4
封锁我一生,https://vd4.bdstatic.com/mda-ndn7uj23fz24bs06/hd/cae_h264_delogo/1650692877570307907/mda-ndn7uj23fz24bs06.mp4
负我不负她,https://vd4.bdstatic.com/mda-pjh2pm1d8m5gj5n0/576p/h264/1697594213694786562/mda-pjh2pm1d8m5gj5n0.mp4
不负时光不负秋,https://vd4.bdstatic.com/mda-nmuem06vvewc2v83/576p/h264/1672309362626994716/mda-nmuem06vvewc2v83.mp4
开心的马骝,https://vd4.bdstatic.com/mda-pjrmmev8vynv0hsh/576p/h264/1698333390008547155/mda-pjrmmev8vynv0hsh.mp4
一起走过的日子,https://vd4.bdstatic.com/mda-jii0gwru2veqfbbh/hd/mda-jii0gwru2veqfbbh.mp4
来生缘,https://vd4.bdstatic.com/mda-kehs27bpje6waquc/v1-cae/hd/mda-kehs27bpje6waquc.mp4
再回首,https://vd2.bdstatic.com/mda-pafjd1v1n9ggb9iu/cae_h264/1673876715680366331/mda-pafjd1v1n9ggb9iu.mp4
你的样子,https://vd4.bdstatic.com/mda-ij80h3v59j4v103c/hd/mda-ij80h3v59j4v103c.mp4
吻别,https://vd2.bdstatic.com/mda-pdej6q5h4df2a2mk/576p/h264/1681565638672337930/mda-pdej6q5h4df2a2mk.mp4
心雨,https://vd3.bdstatic.com/mda-pdj4433kt9cxe376/hd/cae_h264/1681983367927731895/mda-pdj4433kt9cxe376.mp4
选择,https://vd4.bdstatic.com/mda-pdg4dq8zq1u7qgtq/hd/cae_h264/1681719798176673362/mda-pdg4dq8zq1u7qgtq.mp4
追梦人,https://vd4.bdstatic.com/mda-mh8f01ccyz4h9618/hd/cae_h264/1628596851603338254/mda-mh8f01ccyz4h9618.mp4
风中的承诺,https://vd3.bdstatic.com/mda-pkv9rdh1jhdvwcwq/576p/h264/1701327452432484223/mda-pkv9rdh1jhdvwcwq.mp4
好人一生平安,https://vd3.bdstatic.com/mda-pdiyqwmffua8wwu6/hd/cae_h264/1681945692033240009/mda-pdiyqwmffua8wwu6.mp4
十五的月亮,https://vd3.bdstatic.com/mda-pbc272uh02iezk0t/hd/cae_h264/1676252220594865792/mda-pbc272uh02iezk0t.mp4
东南西北风,https://vd2.bdstatic.com/mda-kgawkz5vtcy2axpb/v1-cae/hd/mda-kgawkz5vtcy2axpb.mp4
爱的奉献,https://vd2.bdstatic.com/mda-jeip83ytndddrz1g/hd/mda-jeip83ytndddrz1g.mp4
下定决心忘记你,https://vd4.bdstatic.com/mda-njryz7dczfb96g53/hd/cae_h264/1666857020485669068/mda-njryz7dczfb96g53.mp4
听闻远方有你,https://vd2.bdstatic.com/mda-pf6fzyk8zz2dwzd2/hd/cae_h264/1687263445731713627/mda-pf6fzyk8zz2dwzd2.mp4
谁知道男人的辛酸,https://vd4.bdstatic.com/mda-pkany6nagern7fbt/hd/cae_h264/1699851980505224336/mda-pkany6nagern7fbt.mp4
初恋情人粤语,https://vd3.bdstatic.com:443/mda-me57bm308iu6stcz/1080p/cae_h264/1620279663855106642/mda-me57bm308iu6stcz.mp4
初恋情人国语,https://vd4.bdstatic.com/mda-pd6evii83eebunbu/hd/cae_h264/1680864213797139476/mda-pd6evii83eebunbu.mp4
新鸳鸯蝴蝶梦,https://vd4.bdstatic.com/mda-ma0j3agxwj9bm40z/v2-hknm/hd/mda-ma0j3agxwj9bm40z.mp4
窗外,https://vd2.bdstatic.com/mda-matjpu6y25bbjc8d/v2-hknm/hd/mda-matjpu6y25bbjc8d.mp4
九妹,https://vd3.bdstatic.com/mda-jjnd9cja1c5k4njq/hd/mda-jjnd9cja1c5k4njq.mp4
路灯下的小姑娘,https://vd4.bdstatic.com/mda-nhjd84t9pnjtgbi0/hd/cae_h264/1660987930019218754/mda-nhjd84t9pnjtgbi0.mp4
谢谢你的爱,https://vd3.bdstatic.com/mda-ickvt8tndh1qvyzt/hd/mda-ickvt8tndh1qvyzt.mp4
少年壮志不言愁,https://vd2.bdstatic.com/mda-kccejb538puai0es/v1-cae/hd/mda-kccejb538puai0es.mp4
不白活一回,https://vd2.bdstatic.com/mda-pft5aeg4k4sg5emm/576p/h264/1687924019999948898/mda-pft5aeg4k4sg5emm.mp4
偏偏喜欢你,https://vd4.bdstatic.com/mda-mk0ey8nfw4z6z65h/hd/cae_h264/1635763549469073367/mda-mk0ey8nfw4z6z65h.mp4
祝你一路顺风,https://vd2.bdstatic.com/mda-peiaz1hpm02iphmm/hd/cae_h264/1684661394395987925/mda-peiaz1hpm02iphmm.mp4
离别,https://vd2.bdstatic.com/mda-nis36w7374suxm00/hd/cae_h264/1664504444653583103/mda-nis36w7374suxm00.mp4
我不想说,https://vd4.bdstatic.com/mda-nhi5mxta02p1sfdk/hd/cae_h264/1660998649751007541/mda-nhi5mxta02p1sfdk.mp4
敢问路在何方,https://vd4.bdstatic.com/mda-imjbm90a6z0n8taf/576p/cae_h264/1651937038474796775/mda-imjbm90a6z0n8taf.mp4
星星点灯,https://vd2.bdstatic.com/mda-pii3c8xuigk63tmt/576p/h264/1695090640254449011/mda-pii3c8xuigk63tmt.mp4
霸王别姬,https://vd3.bdstatic.com/mda-jjtzxjk8rk5u4bfk/hd/mda-jjtzxjk8rk5u4bfk.mp4
偷了黄昏的酒,https://vd4.bdstatic.com/mda-pisgasqv80y80x77/576p/h264/1695814327284111535/mda-pisgasqv80y80x77.mp4
月满西楼,https://vd3.bdstatic.com/mda-pcp8pzx5f536f55s/576p/h264/1679639573466078924/mda-pcp8pzx5f536f55s.mp4
山不转水转,https://vd2.bdstatic.com/mda-pgd2j3170crnd7zv/hd/cae_h264/1689995351706565034/mda-pgd2j3170crnd7zv.mp4
长相依,https://vd2.bdstatic.com/mda-nd6i9uat86vfjgjg/hd/cae_h264_delogo/1649337740226237886/mda-nd6i9uat86vfjgjg.mp4
梅花三弄,https://vd3.bdstatic.com/mda-pe898wv82g88wxpf/hd/cae_h264/1683660822483945964/mda-pe898wv82g88wxpf.mp4
一生的等待,https://vd4.bdstatic.com/mda-pjaae9tfu4r4spa7/576p/h264/1697008906273942984/mda-pjaae9tfu4r4spa7.mp4
遇上你是我的缘,https://vd4.bdstatic.com/mda-mcrq72eu7e2hn8bq/480p/h264_cae/1620473834667786517/mda-mcrq72eu7e2hn8bq.mp4
可可托海的牧羊人,https://vd2.bdstatic.com/mda-kkih51m868qx5ybc/v1-cae/sc/mda-kkih51m868qx5ybc.mp4
我的中国心,https://vd4.bdstatic.com/mda-pfta3hb5e4ich9da/hd/cae_h264/1687938077488900024/mda-pfta3hb5e4ich9da.mp4
飞天,https://vd3.bdstatic.com/mda-mg5kf9dhvrag7cqg/hd/cae_h264_nowatermark/1625651434386124243/mda-mg5kf9dhvrag7cqg.mp4
没有情人的情人节,http://vodcdn.video.taobao.com/oss/ali-video/c041d5ed45716d7d73233244b528eed6/video.m3u8
风中有朵雨做的云,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Cg9qI5imMInpPvK5Mnm%40%40hd.m3u8
冬季到台北来看雨,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Pd8qTC385qKJVXaXcKj%40%40hd.m3u8
讲不出告别,https://vd2.bdstatic.com/mda-pk03y449fmji5t41/cae_h264/1698809955298408352/mda-pk03y449fmji5t41.mp4
工资不够花,https://vd4.bdstatic.com/mda-pj3nrdh62hm6k1n8/576p/h264/1696435408347042772/mda-pj3nrdh62hm6k1n8.mp4
如果你把我灌醉,https://vd4.bdstatic.com/mda-pkci118vahbbaztd/hd/cae_h264/1699932044734032455/mda-pkci118vahbbaztd.mp4
生活很累我无路可退,https://vd4.bdstatic.com/mda-pjmec6eh78etewf8/hd/cae_h264/1698494199211287525/mda-pjmec6eh78etewf8.mp4
如果再回到从前,https://vd2.bdstatic.com/mda-mm4dc43xhfxjyhs0/576p/cae_h264/1652642921900616095/mda-mm4dc43xhfxjyhs0.mp4
累了也想喝点酒,https://vd3.bdstatic.com/mda-ndpg6aqsby88y9rq/576p/cae_h264/1654056741933809690/mda-ndpg6aqsby88y9rq.mp4
最远的你是我最近的爱,https://vd2.bdstatic.com/mda-ma2dczitwa9581wv/v1-cae/hd/mda-ma2dczitwa9581wv.mp4
天堂一定很美,https://vd3.bdstatic.com/mda-pes83y3e0qsjnktv/hd/cae_h264/1685342028272274631/mda-pes83y3e0qsjnktv.mp4
天堂一定很美,https://vd3.bdstatic.com/mda-pg34u0bfv15apatm/hd/cae_h264/1688461367054051064/mda-pg34u0bfv15apatm.mp4
不,https://vd2.bdstatic.com/mda-ne5fb6xaj6umtjs1/540p/h264_cae_delogo/1651834193518527527/mda-ne5fb6xaj6umtjs1.mp4
把悲伤留给自己,https://vd3.bdstatic.com/mda-nchgh3tx4easc0ck/hd/cae_h264_delogo/1647605142713111153/mda-nchgh3tx4easc0ck.mp4
泪别故乡,https://vd3.bdstatic.com/mda-pkkepkhcgs9fidqm/hd/cae_h264/1700571755595251962/mda-pkkepkhcgs9fidqm.mp4
甘心情愿,https://vd3.bdstatic.com/mda-nkkzyu1pyn84cexw/cae_h264/1669075729000303798/mda-nkkzyu1pyn84cexw.mp4
还是小时候最安逸,https://vd4.bdstatic.com/mda-pirbdpfr52uphmw8/576p/h264/1695715422343708412/mda-pirbdpfr52uphmw8.mp4
我们去约会,https://vd2.bdstatic.com/mda-pj41zfvqqpm84zaw/576p/h264/1696469150545578257/mda-pj41zfvqqpm84zaw.mp4
八十一难七十二变,https://vd2.bdstatic.com/mda-pfrancx96tspd66k/hd/cae_h264/1687765270753135890/mda-pfrancx96tspd66k.mp4
借我一点爱,https://vd3.bdstatic.com/mda-mb3r529tjix8gmq8/v1-cae/hd/mda-mb3r529tjix8gmq8.mp4
世界由我造,https://vd3.bdstatic.com/mda-pijmi1462ktm3r5w/576p/h264/1695223632361077763/mda-pijmi1462ktm3r5w.mp4
爱的迷魂汤,https://vd4.bdstatic.com/mda-nk5dp935bpf42n00/hd/cae_h264/1667728003532208158/mda-nk5dp935bpf42n00.mp4
人老心别老,https://vd2.bdstatic.com/mda-pjmbzpij68z2ztm3/720p/h264/1697963317423923807/mda-pjmbzpij68z2ztm3.mp4
我内心的宇宙,https://vd2.bdstatic.com/mda-pbahrgquztgktanp/576p/h264/1676118758976533162/mda-pbahrgquztgktanp.mp4
疯狂青蛙,https://vd4.bdstatic.com/mda-kerirz78638dnj1f/hd/mda-kerirz78638dnj1f.mp4
晚秋,https://vd2.bdstatic.com/mda-kipe35zz6r2siw2y/v1-cae/hd/mda-kipe35zz6r2siw2y.mp4
